text,label
Raus mit dem Islam ohne Kompromisse aus unserem land und wer mit dem Islam leben will bitte aber in euren Ländern zu Deutschland gehört diese Religion absolut nicht,nothing
Viva la PEGIDA,nothing
Ne die wird es nie geben. Bei MDR Hier ab 4 haben sie gerade schon wieder die große Keule rausgeholt- Pegida würde dem Tourismus schaden--nein diese verbrecherisch falsche berichterstattung über Pegida schadet dem Tourismus,nothing
Weiter immer weiter!!!,nothing
"Halt ein Unternehmer der sein Vaterland liebt,und gleichzeitig Weltoffen ist.Das würde ich mir von Frau Merkel auch wünschen",criticism
"Ausbilden? !Unsere Lehrlinge werden nicht übernommen und die Wirtschaft ruft nach Fachkräften! Warum behält man nicht die eigenen Leute die in dem Betrieb gelernt haben? Aus einem einfachen Grund:zu teuer! ! Die Asylbewerber, Sorry, Fachkräfte, machen ja sicher den gleichen Job für viel geringeren Lohn! Es sollte mich wundern wenn es nicht so ist.",criticism
Da geh mal schön auf die Nazi-Seiten und mach denen das selber klar. PEGIDA hat bereits die wichtigsten Forderungen fest im Blick. Dann bleibt am Ende auch mehr Geld für Bildung...,nothing
"Ich schäme mich auch ganz oft für einen ""deutscheren"". C'est la vie.",nothing
"sie verdrehen da ein bisschen was.die ""gutmenschen""ware die,die den juden geholfen haben",nothing
Dann macht was ... ????????,nothing
sollte doch heissen,nothing
Wollen wir nur hoffen dass das Konzert dann heute Kostendeckend abläuft.,nothing
"Ja Herr Gepflegt .....entschuldige, bin den Pack entsprungen ;-)",nothing
Ihr seid einfach nur klasse !,nothing
?????? die kommentare sind sehr lustig und unterhaltsam ich sag nur ;)[URL],nothing
Hats ja auch nicht....,nothing
Ganz genau. Das viele Geld lockt die Nur an.,nothing
Servus coco ... jan ist n troll ohne supstanz ... meckert rum aber hat nix zum vorweisen wie jeder andere der pegida irgendwo hinschieben will ... freu mich auf dein Buch,nothing
"Sowas sind keine Flüchtlinge, das sind Erpresser.",nothing
"Wenn ich ein Hotelzimmer buche, lass ich auch immer falsche Uniforman und Gasflaschen liefern. ?? Die denken echt, wir sind auf der Wurstbrühe hergeschwommen.",criticism
Gunder Stürmer: nur wenn sie eine burka tragen!,nothing
"was sollen dann Plakate mit "" Lügenpresse ""?",nothing
"[USER] [USER] Merkel hat alles abgeschafft, National, Flagge, und das Gesicht 😣, aber dafür macht Deutschland jeden linksgrünen Unsinn mit, der nichts mit Sport zu tun hat. 👎 [URL]",criticism
Die wissen doch nicht was Arbeit ist!!!,nothing
[URL],nothing
"Klare Antwort? Menschen sind wir! Ich stelle fest, soziale Kompetenz und Intelligenz ist eben noch kein Studienfach. ;-)",nothing
"So liebe ich das Leben ... früh einen Kaffee und einen Witz, um herzhaft zu lachen",nothing
#Russia and #Syria weaponising #refugee crisis to destabilise #Europe [URL],nothing
Davon gibt aber sehr viel.Leider.Solche Sendungen sind Verblödung.,nothing
PEGIDA ????????,nothing
Ha!hallo und gruss aus wiesbaden,nothing
"Einen Irren hatten wir ja schon, wieso sollte es nicht sein das man ein zweites Mal davon heimgesucht wird?",nothing
Ihr Sachsen seid schon was ganz besonderes! Weiter so.,nothing
"[USER] Totalitäre Politiker versuchen, die grösste medizinische Katastrophe nach 2. Weltkrieg zu nutzen, um #Demokratie und #Grundrechte auszuhebeln. Nichts könnte schäbiger sein. Die Regierung #Merkel ist selbst ein Fall für den #Verfassungsschutz.",criticism
"Trump zur Flüchtlingskrise:  ""In Deutschland wird es Aufstände geben"":  [URL]",nothing
und dresden scheint eher das tal der ahnungslosen zu sein...,nothing
"Die Hippie Truppe Plädiert für ein buntes Deutschland....., unglaublich!",nothing
Aba die deutschen sonen Nazis sein... Ihr seit doch viel schlimmer,nothing
"Für das ""Fuzzies welcome"" Bildchen auf deinem Profilbild gibts ein Fleisskärtchen. Für die Erwähnung der ""BLÖD"" Zeitung noch eins. Wenn du jetzt noch deinen Namen fehlerfrei tanzen kannst, darfst du dir nen Lutscher aus dem Körbchen nehmen.",nothing
"zu Dresden .Stellt euch mal vor ,was der Tourismus- Chef von Dresden inder Sächsischen Zeitung vom 14/15 11. 2015 von sich gibt. Wörtlich:"" aus dem sympathischen Vorzeigeland Sachsen und seiner wegen ihrer Schönheit gepriesenen Landeshauptstadt wurde innerhalb kurzer Zeit in der öffentlichen Wahrnehmung eine hässliche Nazihochburg"" .angeblich abgeschreckt von den wöchentlichen Montagsdemonstrationen bleiben deutsche Gäste fern, und dresden habe einen enormen Imageschaden erlitten.",nothing
"Pegida is doch auch daran schuld, das wir keinen richtigen Winter bzw Sommer haben, wusstet ihr das? ??",nothing
"[[USER]], und man bekommt zusätzlich die Kretze am A...h.",nothing
Zum Glück sind wir der Schandfleck. Sonst würden wir sicher Bremen Konkurrenz machen.,nothing
"Und immer so teure Sachen!! Es ist so was von unfassbar!! Daher, haltet so etwas für euch! Glauben tut's eh keiner!",nothing
es erste mal das rtl positiv über pegida berichtet hat,nothing
"Nicht meckern, machen. Wer Hartz bekommt, und noch gesund ist, soll seinen Arsch mal bewegen und sich nen Job suchen. Doch von denen hört man nur: ""Für 1.000 EUR netto geh ich nicht arbeiten"". So viel hatte ich selbst mal verdient, und bin trotzdem arbeiten gegangen. Niemand schenkt dir was, also mach selbst was.",nothing
"wo kommt denn jetzt auf einmal der ständige Terror Alarm her....merkwürdig merkwürdig...anstatt täglicher Nebelbomben würde mich mal eher das Thema ""Abschiebung von Flüchtlingen"" interessieren...was passiert da eigentlich????",criticism
Thilo Behrens Vielen Dank für dieses eindrucksvolle Bild. Besser hätte man es nicht darstellen können.,nothing
"Marco Blöd(orn) ich komme aus dem Westen und finde es wie viele andere hier auch gut. Was soll dann die Mauer ? In diesem Punkt ist sich West und Ost in großer Zahl einig",nothing
"[USER] Fuck Antifa ......mehr gibt es nicht zu sagen , ein Haufen #linksgrünversiffterarbeitsloserinzuchtmenschen .",nothing
In Deutschland wurden vor einiger Zeit Abgabestellen für gebrauchte Kondome eingerichtet. Dort werden sie neu konfektioniert und den Linken und Gutmenschen als Kaugummi angedreht... :D,nothing
Arnhem Centraal station heeft natuurlijk af en toe last van het regen.Maar echt ontploffing kan dak naar beneden komen...,nothing
Katharina Kate wie viele Pegida Demonstanten waren denn in Frankfurt?,nothing
Was ist eigentlich mit Tatjana? Könnte auch mal wieder vorbei gucken! :/,nothing
"Der Dschihad wird enden, wenn Allah es will... Woher wissen wir wann Allah es will? Genau dann, wenn der Dschihad endet... Diese Aussage macht mir wirklich Angst... Aber danach Leben die Islamisten! Und es macht deutlich, dass es nie enden wird! Egal was wir hier auch versuchen! Die Fäden haben ganz andere in der Hand! Wir sind nur die dummen Steuerzahler, die das Ganze finanzieren und Deutschland zu dem Unternehmen machen, welches es ist! Denn wir sind kein Sozialstaat, sondern einfach nur ein Unternehmen!",criticism
"Das ist mal konsequent - Hut ab, ich hoffe, er findet eine bessere Verwendung für das Geld oder lässt es sich selbst damit gutgehen.",nothing
Ja nur das die meisten arbeiten gehen und Nazi bin ich nicht aber Hauptsache so eine kacke schreiben naja euer Vokabeln ist ja bloß eine Seite deswegen könnt ihr bloß so eine scheiße schreiben...,nothing
Na das müsst Ihr schon selber machen denke ich ??,nothing
"MOPO live ticker: 16:20 Uhr: Die offizielle Teilnehmerzahl ist laut Polizeipressesprecher Thomas Geithner 17.300 Teilnehmer! Bei der Gegendemo von ""Dresden Nazifrei"", ""Kehraus"" und ""Dresden für alle"" sollen es wohl 5000 gewesen sein.",nothing
"Naja, mehr sind es nicht geworden. Im Gegenteil: Laut PEGIDA waren es das letzte mal 36.500 - an einem Montag !",nothing
Aha! Der Wolfgang Grupp?,nothing
"Ne Leute, war ein Guckfehler von mir.sorry",nothing
RT [USER]: [USER] [USER] Die EU spaltet Europa. Merkel spaltet die EU. Merkel muss weg. Die EU muss weg. Damit Europa wieder atmen kann.,subversive
"Und Aymen, weil Schweinefleisch einfach seit jeher zu deutschem Essen gehört und nicht Schaf oder Hammel. Es solte zumindest so sein, das zwischen 2 Gerichten (1 mit Schwein, eins mit anderem Fleisch oder auch ohne Fleisch) gewählt werden dürfte. Dann wäre doch auf j e d e n Rücksicht genommen.",nothing
"Wenn ich das Wort Verteilung der „Flüchtlinge“ höre, dann finde ich fast immer die Begründung Länder die sich dagegen aussprechen in die „PFLICHT“ zu nehmen und auf Deutschland bezogen, sie in den Osten abzuschieben (obwohl da nur Fremdenfeindlichkeit herrschen würde). All jenen sei gesagt, fragt die „Flüchtlinge“ wohin sie wollen. Diejenigen, die nur daran interessiert sind sicher in Deutschland unterzukommen (wirkliche Asylanten), sind im Osten bestimmt gerne gesehen. Auch eine im Osten nicht immer optimale Infrastruktur wird von diese Menschen bestimmt akzeptiert. „Flüchtlinge“ die klar artikulieren, wohin sie wollen, bitte in diesen Gebieten/Städten unterbringen. Sie werden ja sowieso nach der Einbürgerung dort aufschlagen. Auch sollte abgefragt und bei der Unterbringung berücksichtigt werden, ob die „Flüchtlinge“ in Gebiete/Stadtteile mit überwiegendem muslimischen oder christlichem Anteil unterkommen wollen.",criticism
"Ist doch egal,die anderen glauben doch auch was sie erzählen.ARD,ZDF, CDU,SPD die Linken und Grünen.",nothing
[URL],nothing
"Es ist wichtiger für Politiker gegen Pegida , AFD oder die deutsche Polizei vorzugehen anstatt hier endlich mal eine ordentliche Flüchtlingspolitik zu fahren und straffällige Flüchtlinge nicht erst abzuschieben wenn die die 6te Frau vergewaltigt oder andere Flüchtlinge abgestochen haben .... Schlimm schlimm was geht hier nur ab ... nur noch Mord und Totschlag ;-(",criticism
[URL],nothing
"Hat man in L auch versucht, die Moslems juckt es nicht.",nothing
"Diese beiden Hohlköpfe... habe den Tag was sachliches unter deren neues Profilbild ""Jeder hat Recht auf Asyl"" gepostet ratet mal wie lange es dauerte bis mein Beitrag gelöscht war, dauerte keine 10min. Und jeder der sich den Mist noch reinzieht den die a in der Show fabrizieren unterstützt sowas!",nothing
"max du bist nur peinlich.....und tolllleranz wir mit hundert ´geschrieben......und wenn ich dir sage, einer von denen hat ne schwangere erstochen und angezündet und du mir sagst, das ich tolerant sen soll.....dann sag ich dir: DIR BRENNT DER HELM....hoffe dass du mal bei nacht ne begegnung hast mit genau solchen spinnern und dann übe dich mein freund in toleranz....gröhl",nothing
Da hätte ich aber aufgeräumt !!!,nothing
Super Video. :-D,nothing
Viele ziehen weg! Duisburg wurde schon erobert.,nothing
"Habe nicht von ihr gesprochen, kenne sie gar nicht, rede von der Gruppe die sie vertritt.",nothing
"Schönes Photo: ein Kind, ein Kopftuch.",nothing
[USER] Es geht doch Merkel gar nicht um Corona oder die Menschen. Mit voller Unterstützung der Staatsmedien wird Angst erzeugt und verbreitet um den great reset voranzutreiben und den Kobold auf den Tron zu hiefen.,criticism
"Man sollte die Asylanten in den Nobelviertel auch da wo unsere Politiker wohnen, unterbringen. Dann haben auch denen ihre Frauen Angst alleine aus dem Haus zu gehen. Warum sind wir Menschen 2. KLASSE ?",criticism
Alberta auf ihrem Gebiet schon,nothing
Macht die Schotten dicht ! Parasiten abwehren mit allen Mitteln !!!,nothing
"So könnte man ihnen aber auch mehr geben, als ihnen zusteht, ohne das es irgendeiner mitbekommt.",nothing
Goyastraße !,nothing
Wenn er denn Schwarze Haare und braune Augen hätte.Und lügen muß er können. (Isch liebe disch Prinzessin du bist so schön usw),nothing
Und Migranten wurden ermordet.. hunderte... schwör***,nothing
es wird zeit dass man diesen linken Antifa abschaum das fürchten lehrt,nothing
Wo ist die solidarität der EU?europa bzw ungarn wird angegriffen...,nothing
Die Labern doch auch nur...,nothing
"was für Kritiker? selbst die Lügenpresse kuschelt sich langsam ran. Von ""Nazis"" haben wir es jetzt schon zu ""Islamkritiker"" geschafft. Antifa hat es in derselben Zeit nur von ""gewaltbereiten Deppen"" zu ""gewaltbreiten Deppen"" geschafft. 0 Entwicklung.",nothing
"Nicht selbstständig recherchieren, aber von armselig reden. DAS IST ARMSELIG!",nothing
#Einzelfall hust hust,nothing
[URL],nothing
"Natürlich kann er die Gitarre tatsächlich gefunden haben.Niemand bestreitet,dass es ehrliche Flüchtlinge gibt,ABER es wird von der Presse zu sehr betont!Immer wenn einer von denen was Wertvolles findet und wieder abgibt,geht das durch die Medien,quasi als Beruhigungspille “Guckt mal,die sind eigentlich alle ganz lieb“.Ist aber nicht so,sind wir auch nicht.Wenn ein Deutscher sowas findet wird kein solches Fass aufgemacht,und dass man Gefundenes zurück gibt,sollte eh selbstverständlich sein.Und ja,mich wundert auch,wieviel wertvollen Kram oder Geld die Menschen seit einiger Zeit verlegen.Zufällig findet es dann meist ein Flüchtling und gibts wieder ab.Ein Schelm,wer Böses dabei denkt ;-)",nothing
Mal sehen wann wir an der Erderwärmung schuld sind ;),nothing
"Dresden ist extrem peinlich geworden. Völlig weltfremd. Bitte nicht beschweren, wenn die Touristen ausbleiben! Dann tut es den Dresdnern wenigstens auch finanziell weh. Das gönne ich denen dann sehr! In's eigene Fleisch geschnitten. Have Fun;)",nothing
Machen die jetzt die Jungfrauen zu Schlampen? ...äh tschuldigung ??,nothing
seht ihr mal die suchen sich aus wen sie aufnehmen wollen und machen ein Wunschkonzert aus dem ganzen .,nothing
"In vielen Staaten Europas geht ein Gespenst um. Die Völker erwachen. Wann erfolgt das in Deutschland. War die AfD der Anfang ? Geht die EU den Bach runter. Wenn ja , hat Merkel den Hauptanteil gemacht. Die Flüchtlingskriese entzweit die EU. Hinter Merkels EU Politik steht kaum noch ein Staat. Und was sagte Steinmeier heute . ER findet das nicht in Ordnung das Staaten auf den Balkan die Grenzen geschlossen haben. Herr Steinmeier wir finden das GUT. Und viele andere AUCH !!!!",criticism
was da noch kommt wird böse werden!!!! ?? danke Frau Merkel für unser Trojanisches Pferd!!!! Aber nein ist ja nicht der Islam dran schuld!!!!,criticism
Mehr davon,nothing
...und auch das wird geschluckt. Ich warte auch schon ganz gespannt auf ne Steuererfindung oder Erhöhung unter nem scheinheiligen Vorwand.,criticism
na warum wohl nicht ???? Weil dann KEINER von Euch dabei wäre in der Auswahl !!!!!!,nothing
"Also das ""Deutsch"" klingt für mich schon wie ne Fremdsprache: [URL]",nothing
Er hieß schon immer so????,nothing
lieber thomi es sind doch aber tatsachen,nothing
"Meinst Du den Mist den Antifa verzapft? Ja da geb ich Dir absolut Recht. Die sollten sich bei Dir echt mal bedanken, dass Du mit Deinen Steuergeldern für die Beseitigung der Schäden mit aufkommst, die sie bei ihren Aktionen anrichten.",nothing
Vielen dank. Es sind persönliche und somit subjektive eindrücke. Aber vielleicht fuer den einen oder anderen ein Denkanstoß ;),nothing
und warum kaempfen die deserteure nicht in ihrem land ?!,nothing
"Und es werden immer weniger,erinnert euch war jemand 1945 gegen die Flüchtlinge aus dem Osten:keiner:alle wurden hier integriert.",nothing
"Ganz ehrlich, kein Schüler und keine Schülerin will sich mit seinem Lehrer über sexuelle Praktiken austauschen. Seid da mal unbesorgt. Sexualkundeunterricht wird von ausgebildeten Biologielehrkräften mit 2 Staatsexamen gegeben. Das gestaltet sich oft so trocken wie ein Knäckebrot.",nothing
"wozu?...Bombe bauen, mit Nageln und Schrauben , fure den Weihnachtsmarkt ? Danke Angela ....!",criticism
"Und ich kann auch irgendwo verstehen, dass sie ihren Glauben nicht aufgeben wollen. Auch wenn ich selbst eigentlich eher atheistisch bin, ist Glaube für viele Menschen doch oft der letzte Anker und vermutlich beinhalten auch nicht alle Passagen im Koran den Tod aller Ungläubigen. Ich denk du weißt, auf was ich raus will.",nothing
